Id,SalePrice
1583,319170.5938
1584,234150.6406
1585,137758.1406
1586,84583.72656
1587,112136.0469
1588,153790.4219
1589,90500.76563
1590,133614.2813
1591,102973.2891
1592,97035.20313
1593,116966.4531
1594,159429.9063
1595,100167.7656
1596,220449.4844
1597,163608.6875
1598,180320.375
1599,173727.4219
1600,162115.0156
1601,67910.96094
1602,104742.3125
1603,112575.7891
1604,252882.8125
1605,244656.6094
1606,158227.6875
1607,180866
1608,202531.5156
1609,178453.4375
1610,160799.2813
1611,152590.125
1612,185195.5469
1613,183989.3125
1614,123138.6797
1615,103596.7891
1616,106183.6641
1617,106714.2969
1618,133909.2188
1619,124692.8984
1620,149894.4219
1621,152382.8906
1622,135412.9063
1623,249825.5781
1624,246243.1875
1625,118592.1953
1626,168505.1094
1627,208706.2344
1628,281161.6875
1629,182584.3125
1630,326371.6875
1631,207444.9844
1632,231955.2031
1633,164072.2813
1634,176493.6875
1635,173217.875
1636,156955.3281
1637,195823.8594
1638,179017.8125
1639,197665.0625
1640,264498.7813
1641,199347.0781
1642,209067
1643,218715.7969
1644,210821.3125
1645,208432.5469
1646,147664.2813
1647,152987.0313
1648,129609.9063
1649,138576.2813
1650,122267.8281
1651,128744.3594
1652,102336.3594
1653,112813.9531
1654,142333.4375
1655,135217.6563
1656,141871.7188
1657,139621.5938
1658,138355.75
1659,131926.3438
1660,144323.8594
1661,437741.8438
1662,351800.2188
1663,339660.7188
1664,422741.1875
1665,280498.3125
1666,327309.2813
1667,328906.375
1668,371407.8438
1669,297792.9375
1670,364897.2813
1671,288545.4688
1672,376545.6875
1673,272928.9688
1674,229729.0781
1675,189615.3594
1676,196365.625
1677,200725.1875
1678,373328.3125
1679,343467.2813
1680,327506
1681,228108.3281
1682,312333.2188
1683,186751.5
1684,172526.5938
1685,185736.4219
1686,170940.9063
1687,166356.4063
1688,184552.1875
1689,188421.6719
1690,189202.4219
1691,177128.5469
1692,235428.0625
1693,169039.7969
1694,182325.4063
1695,153896.5
1696,262555.8438
1697,155195.25
1698,359669.5938
1699,245702.7188
1700,208510.6719
1701,268041.875
1702,246199.9844
1703,233035.4375
1704,307709.7813
1705,210189.5313
1706,347607.4688
1707,198675.2031
1708,208465.9375
1709,243402.6875
1710,209980.5625
1711,252755.2656
1712,252085.3281
1713,287428.7813
1714,217660.625
1715,201791
1716,182454.4688
1717,171527.1563
1718,135694.4531
1719,220888.4844
1720,217109.1563
1721,164686.1719
1722,123348.8281
1723,152462.8438
1724,201278.5938
1725,260384.9375
1726,171198.6719
1727,162818.5938
1728,169856.5156
1729,165591.7344
1730,164392.1094
1731,112688.2578
1732,122377.1328
1733,119261.8047
1734,126213.2813
1735,139740.5469
1736,119624.6094
1737,327801.5938
1738,208031
1739,302720.5625
1740,225027.4063
1741,179273.4063
1742,180994.5469
1743,173362.1406
1744,269734.5625
1745,200952.7188
1746,218584
1747,193305.5938
1748,250092.8125
1749,149357.75
1750,136171.3906
1751,236922.7031
1752,130430.2656
1753,155019.0781
1754,200641.5469
1755,148479.6406
1756,116010.2891
1757,118818.6016
1758,145930.7188
1759,173877.25
1760,166899.3906
1761,159212.0156
1762,216547.125
1763,167286.9375
1764,114007.4531
1765,193133.4844
1766,176129.3125
1767,202212.1094
1768,134139.7969
1769,164574.7031
1770,146960.2969
1771,132569.8125
1772,135668.8438
1773,125026.6719
1774,151308.8281
1775,139095.0313
1776,126312.625
1777,113769.375
1778,147981.3281
1779,123044.1797
1780,166773.0625
1781,131860.8125
1782,98511.03125
1783,137871.4375
1784,119394.0469
1785,113595.5859
1786,159758.0469
1787,159873.7344
1788,53649.80078
1789,107397.625
1790,65865.26563
1791,216350.8125
1792,167037.6094
1793,148919.8281
1794,151562.1406
1795,129133.7891
1796,133643.9688
1797,112215.8516
1798,127804.9688
1799,106259.1328
1800,136853.3125
1801,137589.4219
1802,138774.3906
1803,154333.1563
1804,141040.0469
1805,138650.1719
1806,139512.7188
1807,175388.9531
1808,117994.3984
1809,123680.2969
1810,146624.3125
1811,101462.2422
1812,115978.9844
1813,134747.9219
1814,110951.3438
1815,67794.54688
1816,97031.21875
1817,95825.44531
1818,170411.9063
1819,131553.3281
1820,63240.42188
1821,129919.7891
1822,159085.2813
1823,46296.50391
1824,140451.5938
1825,135457.7188
1826,90146.90625
1827,90701.65625
1828,136455.9531
1829,125414.6641
1830,156378.6094
1831,147434.2188
1832,93020.00781
1833,153975.1875
1834,126137.9609
1835,117782.4688
1836,157409.0781
1837,102943.9297
1838,143943.9375
1839,110718.4844
1840,151987.8281
1841,155100.4063
1842,82259.375
1843,127225.875
1844,145173.7969
1845,147413.4063
1846,138296.5156
1847,172643.4531
1848,53444.15625
1849,118251.8047
1850,117076.4922
1851,146989.4531
1852,125328.2188
1853,136669.2813
1854,159425.0313
1855,118485.8125
1856,193997.5938
1857,139580.5938
1858,177954.125
1859,127475.9453
1860,151265.8281
1861,127952.0469
1862,311108.7188
1863,298150.4063
1864,298150.4063
1865,362549.2813
1866,342767.3438
1867,224014.625
1868,298962.7188
1869,205042.8438
1870,206375.2813
1871,231139.5
1872,179671.8594
1873,215189.2188
1874,145726.5625
1875,196821.7813
1876,207236.9688
1877,203946.4375
1878,193135.1406
1879,135896.6094
1880,142640.6719
1881,282535.2188
1882,235274.7656
1883,195008.1406
1884,207285
1885,226730.0313
1886,298683.4375
1887,206440.4375
1888,280857.5313
1889,172989.7188
1890,120346.9922
1891,143193.7656
1892,118410.0156
1893,136090.6406
1894,136758.0781
1895,147647.1094
1896,123911.8203
1897,115752.0234
1898,114294.0938
1899,139320.9844
1900,134924.5938
1901,152735.7031
1902,135931.3594
1903,209153.3594
1904,119036.25
1905,163961.5313
1906,131071.4453
1907,195793.9844
1908,121026.5156
1909,138103.4375
1910,132673.6563
1911,185174.7031
1912,361574.1875
1913,164266.7344
1914,86999.38281
1915,296069.25
1916,59996.0625
1917,234069.375
1918,144292.625
1919,164821.6094
1920,185119.9688
1921,368328.8438
1922,329072.3438
1923,229116.6719
1924,211864.75
1925,202990.3906
1926,370185.75
1927,131814.6563
1928,169240.2969
1929,108594.6016
1930,132063.5469
1931,145058.5156
1932,151447.125
1933,196221.1094
1934,177303.625
1935,175909.25
1936,213367.2344
1937,182164.625
1938,176657.875
1939,218055.375
1940,185829.9844
1941,174251.9219
1942,190034.2656
1943,179317.3438
1944,311992.6563
1945,386220.375
1946,126068.4453
1947,316784.6563
1948,163499.9688
1949,248990.9531
1950,183296.4844
1951,262512.5313
1952,203115.6719
1953,163809
1954,200013.5781
1955,126886.1172
1956,279858.625
1957,154181.1875
1958,286880.5313
1959,144423
1960,111535.8984
1961,114465.2422
1962,106698.5234
1963,113839.4922
1964,110940.8672
1965,139476.125
1966,135708.3125
1967,287884.1563
1968,344529.5625
1969,366914.5625
1970,372030.3438
1971,477690.9688
1972,358698.4688
1973,236352.875
1974,287683.25
1975,414340.5313
1976,264163
1977,332457.9688
1978,322762.2813
1979,280457.6563
1980,191563.0781
1981,344380.4063
1982,199931.5625
1983,193548.5313
1984,168581.9375
1985,224528.1563
1986,227531.0469
1987,172572.3438
1988,176716.1719
1989,197680.1406
1990,227324.7813
1991,203839.0938
1992,215995.6094
1993,164251.5469
1994,253466.875
1995,182598.25
1996,231226.5781
1997,282078.0625
1998,316980.1875
1999,255005.2656
2000,280273.1563
2001,191278.8438
2002,233021.6719
2003,270731.6875
2004,261650.4688
2005,205737.2188
2006,206020.9219
2007,229958.3594
2008,178365.2969
2009,178019.3125
2010,189337.0781
2011,126159.25
2012,166939.1875
2013,185747.2344
2014,189594.3906
2015,189217.0469
2016,210498.6563
2017,209358.7031
2018,97411.54688
2019,134913.4063
2020,108217.7656
2021,110422.0703
2022,176389.8594
2023,120051.4688
2024,267288.3438
2025,314166.5625
2026,176813.7813
2027,152876.4844
2028,161212.3281
2029,178012.8594
2030,272385.5
2031,212246.5625
2032,244241.1719
2033,244916.4375
2034,185164.6406
2035,204683.7344
2036,183957.2031
2037,194423.0156
2038,272206.5938
2039,215622.875
2040,241619.7813
2041,213917.1406
2042,203761.9375
2043,172217.2188
2044,182977.9219
2045,199381.1094
2046,139784.7969
2047,143206.3281
2048,134697.5469
2049,143597.7344
2050,166396.0781
2051,101744.1094
2052,132195.7344
2053,146670.3281
2054,103845.1719
2055,161656.3281
2056,133515.3125
2057,118768.1875
2058,191647.6875
2059,131262.0781
2060,179289.125
2061,179961.8438
2062,128764.125
2063,104617.2266
2064,132648.2188
2065,123907.0938
2066,154799.25
2067,120730.9375
2068,158132.5
2069,93346.23438
2070,116466.6719
2071,86770.4375
2072,151465.7656
2073,131737.125
2074,181699.125
2075,149193.6094
2076,112933.1172
2077,143805.625
2078,130558.4531
2079,126365.6406
2080,119891.4063
2081,128282.3047
2082,115438.7188
2083,153769.4375
2084,106431.4453
2085,122441.1094
2086,97102.03906
2087,128064.6094
2088,94907.41406
2089,73189.10156
2090,152807.5313
2091,128052.8828
2092,145459
2093,110117.3125
2094,106609.4219
2095,137568.8281
2096,107329.3359
2097,103104.5703
2098,139052.9844
2099,56974.24219
2100,84774.54688
2101,110156.5938
2102,136541.6094
2103,110053.4844
2104,177887.2813
2105,125401.5078
2106,79322.09375
2107,226840.9844
2108,112975.5625
2109,134306.2031
2110,122826.2344
2111,132439.9063
2112,146826.5156
2113,126609.5469
2114,120241.3281
2115,167190.9219
2116,117723.7422
2117,142336.4219
2118,121472.9688
2119,121684.2266
2120,129124.6797
2121,113435.5859
2122,107869.0859
2123,94335.9375
2124,156505.125
2125,152125.1563
2126,114518.1953
2127,183201.5938
2128,133468.5938
2129,103686.0469
2130,137718.8594
2131,142880.2969
2132,134181.25
2133,115852.9609
2134,112210.9297
2135,95081.71875
2136,70665.07031
2137,124115.8281
2138,113867.7188
2139,138957.8125
2140,139055.1094
2141,150107.2813
2142,126922.1797
2143,105423.0703
2144,118258.4609
2145,137858.8125
2146,157268.9375
2147,142586
2148,135416.5156
2149,147746.125
2150,198196.9844
2151,111574.7344
2152,183034.9844
2153,179736.9844
2154,109035.6406
2155,138646.0781
2156,279987.0313
2157,230678.1563
2158,219097.8281
2159,209357.7031
2160,168331.1719
2161,237600.3906
2162,335621.2813
2163,386923.7813
2164,225152.9844
2165,186776.7969
2166,159296.3125
2167,189282.9219
2168,206949.4063
2169,193400.1875
2170,208915.7344
2171,145978.7344
2172,128251.7266
2173,145728.7813
2174,243850.4063
2175,274016
2176,315174.2813
2177,259570.2344
2178,208674.5938
2179,133023.9531
2180,266658.6875
2181,178223.6563
2182,211498.1406
2183,193278.5
2184,125554.2031
2185,128894.1172
2186,148843.1563
2187,150205.6563
2188,160647.2344
2189,333159.7188
2190,89019.96875
2191,84491.65625
2192,99318.79688
2193,123654.4688
2194,95871.14844
2195,115612.4609
2196,110126.5547
2197,134703.8438
2198,155040.9688
2199,175937.2656
2200,126382.1484
2201,116816.9609
2202,171272.4844
2203,110004.4766
2204,165670.7031
2205,100363.8828
2206,137103.3438
2207,190489.1563
2208,222808.2656
2209,246416.7969
2210,128068.5156
2211,127498.5547
2212,130190.2969
2213,119794.2578
2214,139620.7969
2215,106395.9219
2216,157128.4531
2217,72314.83594
2218,106549.3516
2219,84269.63281
2220,101925.9141
2221,296069.25
2222,246976.7344
2223,253067.8594
2224,212607.3594
2225,146143.9375
2226,221572.9063
2227,194463.8125
2228,245301.4219
2229,226653.7188
2230,157517.6563
2231,198122.1563
2232,165799.0469
2233,175935.0781
2234,217286.0625
2235,233803.4375
2236,262803.8438
2237,317413.6563
2238,193786.7969
2239,102455
2240,153512.5938
2241,129315.8125
2242,134243.5781
2243,134017.2969
2244,115822.6953
2245,93629.84375
2246,144361.7188
2247,119662.6094
2248,123107.6797
2249,119411.3516
2250,136868.8438
2251,110532.6953
2252,181114.375
2253,155723.3438
2254,185147.3438
2255,207897.5313
2256,170857.4688
2257,243682.7969
2258,160269.875
2259,175725.8125
2260,140568.0469
2261,161416.4688
2262,202845.8281
2263,326242.25
2264,365742.125
2265,142819.25
2266,253073.6406
2267,343476.4688
2268,389672.5938
2269,152456.1563
2270,179678.375
2271,235178.9688
2272,201888.0156
2273,159730.4688
2274,187359.4531
2275,172944.6875
2276,170608.8281
2277,197432.5781
2278,158719.1719
2279,101069.1797
2280,108313.0625
2281,180240.0938
2282,184786.0781
2283,112433.3047
2284,115842.1328
2285,149187.625
2286,133027.6406
2287,369154.9063
2288,247978.375
2289,321316.6875
2290,390887.8125
2291,308276.6563
2292,399266.2188
2293,363164.9063
2294,365620.7813
2295,406690.0938
2296,261845.4219
2297,303781.0625
2298,279089.4375
2299,342267.25
2300,313311.4375
2301,252703.4375
2302,269384.9688
2303,230949.7813
2304,259785.9219
2305,187584.0156
2306,186388.7031
2307,191477.2344
2308,212710.3906
2309,270476.9688
2310,200449.5313
2311,197672.7969
2312,179001.4219
2313,179605.7344
2314,183338.4375
2315,181360.5
2316,188423.1094
2317,190168.4219
2318,186154.2188
2319,177189.1875
2320,171373.2969
2321,241655.5
2322,173348.75
2323,174974.625
2324,164687.7344
2325,203743.8594
2326,159650.6719
2327,207813.4844
2328,229064.2344
2329,185327.5313
2330,178938.7813
2331,350143.0625
2332,381214
2333,332129
2334,236467.4063
2335,215338.2656
2336,325698.2188
2337,181793.9375
2338,260716.9063
2339,208351.25
2340,372325.3125
2341,197584.0156
2342,216776.4844
2343,222139.7188
2344,216687.3906
2345,253205.4531
2346,200285
2347,194247.1406
2348,222428.4531
2349,179190.3281
2350,264385.2813
2351,209498.1094
2352,239743.375
2353,269104.0625
2354,133528.0469
2355,134464.9844
2356,149765.8281
2357,197364.8125
2358,213334.8906
2359,127906.1797
2360,111193.0703
2361,129608.4219
2362,249970.0156
2363,137986.2656
2364,149008.1875
2365,209738.2031
2366,178100.1406
2367,208857.3594
2368,198846.375
2369,205151.7813
2370,172267.9844
2371,180049.5625
2372,181725.1094
2373,268629.9375
2374,289170.8125
2375,216097.7969
2376,281836.3438
2377,343632.75
2378,130414.7188
2379,240022.9219
2380,146762.9531
2381,166799.4688
2382,204840.75
2383,197004.3125
2384,233940.1563
2385,148461.5156
2386,137332.6094
2387,136093.5
2388,109651.8203
2389,128837.7031
2390,135063.5156
2391,133637.9844
2392,112658.1719
2393,144048.5781
2394,132329.0625
2395,241489.8594
2396,149817.3906
2397,224814.8281
2398,113510.1406
2399,54188.38281
2400,68216.17188
2401,117430.4063
2402,143786.1563
2403,142041.75
2404,138694.7344
2405,152899.9531
2406,141598
2407,141236.0156
2408,126292.1484
2409,126472.2188
2410,188951.7813
2411,118518.8125
2412,159826.4688
2413,128114.6875
2414,144206.375
2415,135195.2188
2416,119528.1328
2417,124532.5859
2418,116358.4297
2419,141522.6719
2420,123304.9609
2421,160902.2188
2422,109798.1094
2423,119489.1563
2424,146296.6406
2425,152593.1719
2426,130984.3438
2427,124086.7188
2428,150104.7031
2429,104652.8516
2430,130122.6484
2431,94796.96875
2432,138782.5938
2433,145942.5469
2434,135985.6875
2435,144585.8906
2436,101001.4453
2437,116541.6719
2438,129806.5859
2439,110425.7578
2440,128261.0234
2441,111334.2969
2442,96116.125
2443,131185.6094
2444,127927.0391
2445,93564.85938
2446,184739.0313
2447,180700.8281
2448,134724.1406
2449,132041.7656
2450,138542.4531
2451,127043.6406
2452,213777.6406
2453,91083.05469
2454,124240.6484
2455,127137.5781
2456,144670.1563
2457,136180.3438
2458,116971.3594
2459,109664.1563
2460,126139.8828
2461,128061.0625
2462,136446.4531
2463,142107.4688
2464,193446.1094
2465,138103.1719
2466,118128.8281
2467,122631.3516
2468,86103.47656
2469,102443.1797
2470,173397.5313
2471,212900.1406
2472,196904.9531
2473,120145.7344
2474,82294.0625
2475,212953.9531
2476,123393.1875
2477,119470.6953
2478,163692.1875
2479,97419.53906
2480,135237.9063
2481,98306.07031
2482,119210.4063
2483,111345.7656
2484,121283.25
2485,121386.4609
2486,126737.9688
2487,151395.7188
2488,134513.7344
2489,156328.2031
2490,131313.7969
2491,104281.1406
2492,139414.6875
2493,141295.4375
2494,141832.0781
2495,83126.69531
2496,233489.9219
2497,155068.3125
2498,111938.8047
2499,99328.46094
2500,118246.5
2501,145830.5469
2502,165985.5781
2503,99708.09375
2504,161411.3906
2505,217093.2188
2506,224512.9531
2507,294662.8125
2508,232092.1719
2509,210891.0938
2510,216692.5625
2511,180742.0156
2512,215923.3125
2513,197429.75
2514,192222.2656
2515,164566.8438
2516,158083.4844
2517,140336.7188
2518,145093.2344
2519,214698.0781
2520,207515.2188
2521,184102.875
2522,218045.5938
2523,134866.8438
2524,127763.9063
2525,140993.9219
2526,142381.3594
2527,107781.4766
2528,113963.9766
2529,113047.875
2530,120552.2578
2531,251101.5781
2532,229544.6875
2533,184597.4375
2534,213863.5
2535,311646.2188
2536,221185.5
2537,212196.1563
2538,187482.4219
2539,179776.9219
2540,173666.7813
2541,184986.7344
2542,173231.5781
2543,119694.1094
2544,110953.25
2545,129785.2969
2546,139832.6719
2547,134790.9688
2548,173582.3438
2549,168206.6406
2550,229985.7813
2551,146151.0469
2552,120704.4609
2553,70794.50781
2554,100812.6328
2555,112944.4297
2556,108203.3203
2557,104351.1797
2558,177989.7656
2559,127035.2813
2560,130112.5938
2561,123856.5234
2562,117375.0938
2563,140781.7656
2564,173420.6875
2565,126057.9844
2566,117449.7813
2567,133089.8125
2568,163123.375
2569,185495.8594
2570,122862.7813
2571,195979.8594
2572,152834.2031
2573,191097.6094
2574,258495.1406
2575,124466.9297
2576,130586.8438
2577,161580.9688
2578,110070.8047
2579,66136.80469
2580,127337.5469
2581,125167.4453
2582,126017.2422
2583,222206.25
2584,142934.6719
2585,195376.5313
2586,195485.5625
2587,210470.9531
2588,119313.4531
2589,158531.125
2590,196681.4375
2591,193769.4219
2592,203198.4063
2593,181657.3594
2594,172588.3125
2595,177645.5156
2596,318142.8125
2597,192770.2344
2598,286890.375
2599,298903.1563
2600,163640.0469
2601,109365.875
2602,90246.60156
2603,103077.6328
2604,115693.5313
2605,82254.125
2606,146850.7344
2607,166136.9844
2608,191769.0781
2609,170441.8125
2610,110408.1719
2611,129445.3672
2612,153467.5
2613,123793.9375
2614,120935.25
2615,155115.9375
2616,160880.2656
2617,229014.6563
2618,193787.1563
2619,191649.3281
2620,183607.375
2621,174123.6719
2622,188861.7031
2623,231173.875
2624,267919.2188
2625,240604.8125
2626,156260.6875
2627,155797.625
2628,442671.25
2629,402634.1563
2630,327021.625
2631,464303.6563
2632,357904.375
2633,313052.5
2634,370498.3125
2635,166840.1875
2636,177171.4531
2637,156175.3281
2638,237438.875
2639,195872.4219
2640,142360.9844
2641,84110.41406
2642,197653.5625
2643,109083.4844
2644,121869.8125
2645,106016.4063
2646,103216.625
2647,115590.0859
2648,152019.1406
2649,160452.7813
2650,123742.4766
2651,142824.7031
2652,371626.4688
2653,225392.0938
2654,238722.3906
2655,368185.5625
2656,273735.4688
2657,323574.4063
2658,260783.5469
2659,282211.25
2660,341298.875
2661,349628.1875
2662,339885.5938
2663,285005.1875
2664,231224.375
2665,353030.2813
2666,262184.75
2667,165966.4219
2668,183865.6563
2669,176034.7813
2670,277607.4063
2671,185319.9219
2672,194088.6406
2673,206384.9219
2674,200081.2969
2675,164633.4063
2676,189975.375
2677,198155.0313
2678,252654.2813
2679,259627.1719
2680,269777.0313
2681,415614.4688
2682,272105.625
2683,301555.3125
2684,272777
2685,230819.2031
2686,240473.1406
2687,293604.7188
2688,201942.7031
2689,190971.1719
2690,383135.8438
2691,191334.6719
2692,134306.2031
2693,187556.4688
2694,126886.9609
2695,182267.3281
2696,181718.5313
2697,202023.9844
2698,184712.7813
2699,176312.6719
2700,159342.9531
2701,147391.4844
2702,112123.2109
2703,137652.1563
2704,151921.6094
2705,123194.4766
2706,111846.1797
2707,104947.5859
2708,129422.9063
2709,112024.2422
2710,126047.8906
2711,274947.875
2712,367382.375
2713,169831.4063
2714,149594.6719
2715,176067.1875
2716,140508.8125
2717,171864.4688
2718,207869.1719
2719,147177.2813
2720,170844.4219
2721,128746.5703
2722,135797.7656
2723,141610.9688
2724,124958.8438
2725,135466.7656
2726,135610.625
2727,160697.6406
2728,164007.3594
2729,151288.1875
2730,145208.4063
2731,127564.1094
2732,119117.9063
2733,167221.7031
2734,164338.5
2735,133956.3438
2736,150307.1094
2737,124327.7656
2738,142662.5781
2739,151639.2031
2740,134956.9063
2741,142405.9375
2742,146465.2813
2743,142402.6719
2744,152039.2969
2745,151273.3281
2746,132551.6094
2747,145414.8906
2748,118929.4766
2749,140230.2344
2750,115572.0078
2751,134292.625
2752,196487.2031
2753,128916.4844
2754,202298.5313
2755,139417.2188
2756,97809.22656
2757,77482.38281
2758,103483.4375
2759,146114.6719
2760,120726.3359
2761,136462.3281
2762,152840.9063
2763,191701.25
2764,153537.1875
2765,252555.2813
2766,146623.625
2767,100486.6641
2768,142631.6875
2769,148174.6563
2770,139177.0313
2771,110418.5938
2772,115053.3828
2773,172313.9844
2774,170786.9219
2775,96071.21875
2776,137716.8906
2777,142658.4844
2778,103564
2779,148682.6875
2780,106552.5
2781,90419.07031
2782,110022.9453
2783,112293.8984
2784,118933.7891
2785,142072.9219
2786,71429.55469
2787,125303.9609
2788,77058.58594
2789,181755.7969
2790,104099.1094
2791,112672.1328
2792,67633.625
2793,154453.8906
2794,89284.72656
2795,136213.4688
2796,85945.22656
2797,202339.0469
2798,97800.26563
2799,129155.4688
2800,65268.30078
2801,121179.6563
2802,130957.2422
2803,176350.6719
2804,135624.0781
2805,101949.0547
2806,78263.94531
2807,142515.4375
2808,133182
2809,127779.1328
2810,134530.4063
2811,151731.7813
2812,166004.4219
2813,161113.8125
2814,167321.875
2815,81760.9375
2816,202793.2188
2817,119255.8906
2818,126465.9453
2819,165572.1563
2820,138967.6094
2821,114676.5547
2822,160821.6719
2823,321632.1563
2824,157437.5938
2825,116013.5
2826,134468.7031
2827,137879.9844
2828,182602.9531
2829,174079.0156
2830,247938.1719
2831,185764.4219
2832,279059.375
2833,278326.0625
2834,222260.0938
2835,205655.2188
2836,186784.625
2837,151078.9844
2838,153845.7188
2839,167873.7813
2840,196026.0313
2841,212512.9063
2842,237684.0156
2843,144921.8906
2844,171430.8438
2845,120843.1328
2846,210156.8594
2847,211063.5156
2848,206708.5625
2849,206004.625
2850,278169.5
2851,220046.625
2852,221829.5781
2853,230699.2656
2854,144693.3438
2855,201186.8594
2856,196024.1563
2857,185429.3594
2858,190270.375
2859,102181.0078
2860,116895.3047
2861,125081.0547
2862,195230.8906
2863,90022.76563
2864,265768.5938
2865,142563.1563
2866,156137.2031
2867,101444.6328
2868,88801.20313
2869,120428.0469
2870,127406.1797
2871,81202.92969
2872,64970.02344
2873,89190.94531
2874,151173.1094
2875,111085.9141
2876,162587.0938
2877,152588.6563
2878,144246.9375
2879,133686.8125
2880,92685.54688
2881,159729.25
2882,149841.6875
2883,155944.9375
2884,172948.6563
2885,159482.5156
2886,193118.2031
2887,100386.2813
2888,140712.0938
2889,53856.90234
2890,97743.10938
2891,136985.2031
2892,62918.64063
2893,102039.5078
2894,60279.78125
2895,276990.1875
2896,258936.5469
2897,199386.0469
2898,145840.0156
2899,202081.7969
2900,148595.6563
2901,211897.4844
2902,181859.125
2903,323809.3125
2904,361519.7188
2905,96915.89844
2906,184651.6563
2907,124047.0781
2908,121964.3359
2909,164134.7344
2910,93024.26563
2911,91915.95313
2912,150317
2913,98961.97656
2914,103337.6719
2915,106462.9141
2916,90305.92188
2917,141845.2031
2918,111855.5703
2919,236388.5
